,NAME,STATE_NAME,FIPS,geometry,Date,Series_Complete_Pop_Pct,Series_Complete_Yes,POPESTIMATE2019,Minority_Pct
767181,Iberia,Louisiana,22045,"MULTIPOLYGON (((-91.95997445038415 30.04681514047142, -91.94555427796723 30.07644326933293, -91.8991969152391 30.07929818994615, -91.89096468352857 30.06849129747573, -91.87270707508652 30.07575422380441, -91.81667561881828 30.05360421525139, -91.7984559309331 30.08145847019459, -91.76149804853205 30.10008124531061, -91.75939967411072 30.11981236785033, -91.69579280954794 30.13025854879416, -91.68449367509481 30.12224586260275, -91.66015582654437 30.1204396111598, -91.61897239225475 30.0791251126504, -91.60462909703234 30.07528182276881, -91.59865541783307 30.04792706237383, -91.57891807880863 30.0391457078453, -91.50618645073989 30.04141897270375, -91.48531190944178 30.05095547471512, -91.47984140287753 30.06478922540564, -91.36689243405057 30.06265236058302, -91.26349571566298 30.062991262609, -91.23933249852946 30.04277753363791, -91.21886239136722 30.04767747051184, -91.22170803905739 30.03252582505811, -91.23080228998411 30.0136110305718, -91.25843653317183 29.99897623401951, -91.25163844448899 29.97665117961725, -91.46941905179183 29.95966763972104, -91.62094881996724 29.95088131200472, -91.72873111292122 29.82506826049738, -91.84914152115596 29.72999738371958, -91.86325625695638 29.72583953971055, -91.88117796800672 29.76595581078783, -91.84663099379691 29.80839704715493, -91.82393315752687 29.78689205069691, -91.82750349192467 29.83904162307417, -91.96708657515403 29.84188804782493, -91.98639616822487 29.97844572334728, -91.95997445038415 30.04681514047142)), ((-92.01636775786783 29.59647837773831, -91.90254894741473 29.65093089868863, -91.76984725376363 29.57861546427272, -91.70161594620862 29.57726679791008, -91.76496425681059 29.53425380035975, -91.75811291357522 29.49451347119664, -91.84908883644786 29.48708295880039, -92.01636775786783 29.59647837773831)))",2021-10-09,40.2,28057,69830,0.4393456219880164
767481,Lavaca,Texas,48285,"POLYGON ((-96.98011311767938 29.10991385873593, -97.23699080338767 29.38746332473199, -97.21097419313533 29.50785637861352, -97.20829654594505 29.58755782575581, -97.15060192099078 29.63281595857119, -96.88007982835609 29.63685480870164, -96.84583046835282 29.61248934859817, -96.83722421147756 29.57647984274704, -96.79516218067913 29.57891556507316, -96.5754450865782 29.34656413920673, -96.67382147550423 29.25465600264447, -96.93229892175428 29.06220772603709, -96.98011311767938 29.10991385873593))",2021-10-09,0.0,0,20154,0.2220583173526085
767781,Wharton,Texas,48481,"POLYGON ((-95.87668008418468 29.23225256873054, -95.96469592424405 29.15248470880969, -96.30709891901188 28.96639076748336, -96.65308431851869 29.23749819395961, -96.35278303644351 29.4122418702459, -96.31275819949583 29.51180058276393, -96.1813156548272 29.63337264477894, -96.13376022007908 29.61701945643458, -96.10073923745887 29.61583873876779, -96.08363359544173 29.60014180399498, -96.06825230268119 29.5921998303174, -96.06711551483984 29.57197884878079, -96.04871285508737 29.55067257261804, -96.05960030283912 29.54235305110106, -96.06075237287209 29.51808674392908, -96.02934125258133 29.50593346447376, -96.03093583271917 29.49452409102472, -96.06510121837452 29.48154883687571, -96.04072456859853 29.45405513804697, -96.04087713149467 29.43984010962621, -95.9883701112453 29.42047513803722, -95.97288194675141 29.38319503451088, -95.95003128856504 29.36857728148756, -95.96136880981139 29.35064691916262, -95.94308825217988 29.32839433861152, -95.91683474205519 29.31960521347707, -95.881746053005 29.2778885084055, -95.84749669300172 29.27244851442047, -95.84436855788452 29.26177144287288, -95.87668008418468 29.23225256873054))",2021-10-09,0.0,0,41556,0.4490497955256194
768081,Uvalde,Texas,48463,"POLYGON ((-99.41330139740565 29.09272056428406, -100.1150294354427 29.08920918288313, -100.115782562568 29.62652560127884, -100.0139873660595 29.62475234900901, -99.61992046178409 29.63050275279833, -99.4179099883618 29.62823472014786, -99.41330139740565 29.09272056428406))",2021-10-09,0.0,0,26741,0.48770558540954245
768380,Kinney,Texas,48271,"POLYGON ((-100.1150294354427 29.08920918288313, -100.6691322793645 29.08031271977897, -100.7689745153904 29.16680743782843, -100.797357378752 29.24273630760296, -100.7874847203287 29.24785366603039, -100.7555852951623 29.24395359892159, -100.7562187031524 29.25633196692824, -100.7463078133481 29.25823550635726, -100.739212524891 29.28213027495842, -100.7461862810716 29.30271574971648, -100.7401668589055 29.33072831780419, -100.7188039609276 29.34004175162176, -100.7059406553078 29.36396698099811, -100.6914758796129 29.44886862122689, -100.69134067107 29.62209713296781, -100.115782562568 29.62652560127884, -100.1150294354427 29.08920918288313))",2021-10-09,0.0,0,3667,0.3569830616810482
768680,Brazoria,Texas,48039,"POLYGON ((-95.06657234901091 29.1961168164353, -95.16073012778965 29.20027144859389, -95.16498805720286 29.11779019669555, -95.19755161015487 29.10546534226163, -95.24861811547969 28.97863765683793, -95.52680730955872 28.80349669537323, -95.5447595331883 28.83048318085186, -95.58206880238885 28.83340011090029, -95.591452637896 28.8627362203915, -95.6502838952795 28.91245825548089, -95.65584495530469 28.94575949795444, -95.68424973177495 28.96068450073564, -95.76886168381522 28.97736322566381, -95.77047833247384 29.00728290765925, -95.79934079763251 29.03459213230357, -95.78907095763891 29.0727685493202, -95.80746569137334 29.09093399837609, -95.82329674680425 29.12920231575868, -95.85181595839762 29.15417688775781, -95.85350953605482 29.17260529411787, -95.84065358660861 29.17899837882041, -95.84683323866868 29.21229040017495, -95.87668008418468 29.23225256873054, -95.84436855788452 29.26177144287288, -95.84749669300172 29.27244851442047, -95.80527458772143 29.31120814131306, -95.7924568178523 29.30612316041027, -95.76836260369932 29.3272118596074, -95.68534481736455 29.3032817088473, -95.64421360154668 29.29933864438576, -95.63988770523372 29.32211366867455, -95.63005317458348 29.32997923139398, -95.59337006080759 29.33078737440915, -95.57894273943323 29.38573281079469, -95.55596251934423 29.40406745184337, -95.56433229077946 29.43377960685684, -95.468717989628 29.4380871127358, -95.42123109162405 29.58658510130736, -95.39828879209192 29.58378120767298, -95.38520397239951 29.59240207328735, -95.34518654342946 29.59436627524654, -95.33207121115781 29.60343534941009, -95.2899556149826 29.60528889794105, -95.27284235777165 29.60133495463123, -95.25293670742309 29.57294090159713, -95.25516454013896 29.56156773917165, -95.21654338544379 29.56675503305232, -95.23601393366515 29.47446287314573, -95.06061348576691 29.20492469463203, -95.06657234901091 29.1961168164353))",2021-10-09,0.0,0,374264,0.48866626705839034
768979,Levy,Florida,12075,"POLYGON ((-82.40525964106531 29.4850969473406, -82.3994430317136 29.2193325894916, -82.53321308006997 29.21849326044468, -82.53593398363317 29.05335327600891, -82.5768587603539 29.03105821614548, -82.59609303035141 29.03249603725998, -82.60434800403526 29.01986388126414, -82.69066969659301 29.04096693018019, -82.7132608165418 29.03558423146277, -82.72999978956784 29.01811316375146, -82.75532222569177 29.00866032526377, -82.80215696264328 29.15513236146113, -83.03674777352637 29.1793877379808, -83.07392872412123 29.26565229068306, -83.1422064998996 29.29965143717587, -83.10899508563043 29.32818282271851, -83.09060019648389 29.3433383534752, -83.06155434502561 29.35277963966209, -83.06542270806229 29.36387249043018, -83.05549674328245 29.3810763529061, -83.02075172222986 29.40550915826083, -83.01824192012735 29.43709216435442, -82.98234488084583 29.48119915960953, -82.97909510984404 29.51917763339148, -82.9682535086672 29.5308449909569, -82.96663629016415 29.54960349265624, -82.9416723379931 29.57698177208512, -82.93572150437521 29.59976290925056, -82.85554123249642 29.59646931203141, -82.85574715355318 29.59005690442216, -82.77234720881951 29.58937454161473, -82.77211056796739 29.58065814935165, -82.75482936206059 29.57976598018451, -82.7548138726528 29.56417943981973, -82.65560525183326 29.56621425068467, -82.65383474517752 29.54141156448838, -82.55532029848641 29.53924631105215, -82.55476998417549 29.4809985225648, -82.40525964106531 29.4850969473406))",2021-10-09,41.3,17141,41503,0.20514971455202147
769279,Galveston,Texas,48167,"MULTIPOLYGON (((-94.53389063080722 29.55421363773357, -94.51261175898134 29.54769653416062, -94.46041789415035 29.56661842580034, -94.4361558349096 29.56813260606896, -94.41035270910376 29.60031591737152, -94.38460288965449 29.6003652866211, -94.37719444577904 29.55219861601169, -94.68271213560504 29.43313832465268, -94.7667436751875 29.36422765892454, -94.78544410455862 29.38349503170324, -94.6821097582345 29.4753428683636, -94.57288529262672 29.53328294085672, -94.50147254359794 29.51775416199591, -94.4699853749773 29.55700960534991, -94.51100189665188 29.54537731911919, -94.53389063080722 29.55421363773357)), ((-95.06657234901091 29.1961168164353, -95.06061348576691 29.20492469463203, -95.23601393366515 29.47446287314573, -95.21654338544379 29.56675503305232, -95.2032907206636 29.56892531148038, -95.19376131580563 29.53408828645376, -95.17470245428565 29.50984036971577, -95.16131245699692 29.50557534314915, -95.11487091270472 29.5190954203809, -95.1077067248752 29.53391510554993, -95.08559603558811 29.54393006966951, -95.06491980015296 29.56501892427876, -95.01432776802532 29.55949454151349, -94.91135760409843 29.50056392398236, -94.98301491999737 29.46075858074976, -94.94395871497903 29.46491279847603, -94.95270940151622 29.42446679468775, -94.91364552950004 29.4203453171144, -94.91719369176897 29.44805436533506, -94.89133617172173 29.39955785840658, -94.81555059192027 29.37116624016233, -94.89167181009321 29.39406486888921, -94.89898762834616 29.30901123560873, -94.95133478132983 29.32615759560087, -95.06657234901091 29.1961168164353)), ((-94.91362827875491 29.25781003978138, -94.76757513002042 29.3426867622672, -94.74860003563221 29.31972684936166, -95.10562161228798 29.09720068122241, -94.91362827875491 29.25781003978138)))",2021-10-09,0.0,0,342139,0.3883005115745889
769578,Marion,Florida,12083,"POLYGON ((-82.53593398363317 29.05335327600891, -82.53321308006997 29.21849326044468, -82.3994430317136 29.2193325894916, -82.40525964106531 29.4850969473406, -82.20860611975283 29.48802781267563, -82.18760895829338 29.46262435503402, -82.20581326037885 29.45262809217267, -82.20138023331235 29.43231515846607, -82.14362339170671 29.42274446578867, -82.11743847013024 29.43569143493216, -82.08720962162745 29.43199324816503, -82.06696812569123 29.44006887626436, -82.05215906035029 29.45611134398019, -82.05231188226662 29.47767348029371, -81.97065985762751 29.51219973288777, -81.93491517402596 29.51424231435862, -81.93099371184887 29.52007487935448, -81.89774359996223 29.51301580192097, -81.88308746014569 29.52445206166648, -81.86384541954227 29.52059923984164, -81.8435890040427 29.5281750625685, -81.83804902826157 29.4871677102089, -81.77687472597849 29.48371144830593, -81.77201426378261 29.42850056802233, -81.741190549495 29.42651885629782, -81.7368031099832 29.37314665678586, -81.67781799460258 29.36924871364267, -81.66421415023908 29.35775728259517, -81.65930810048849 29.33922977510767, -81.67670379332243 29.33663180253004, -81.67718437939627 29.32609584518587, -81.67267509678371 29.31033389634356, -81.64356759851852 29.28360327101569, -81.63914006268018 29.05162561129378, -81.65842784625042 29.05185437793192, -81.65439889069151 28.95802949191059, -81.95082528242104 28.95717845515077, -82.30597688866536 28.95864347338597, -82.32559279902136 28.97712865697325, -82.34541447502201 28.97633496728508, -82.36457274849366 29.0071946853801, -82.39683848002296 29.02235933364772, -82.41865911849327 29.02436176698802, -82.4310498158613 29.04170094161493, -82.46513894597061 29.05046654771548, -82.53593398363317 29.05335327600891))",2021-10-09,50.7,185440,365579,0.28556189280355837
769878,Wilson,Texas,48493,"POLYGON ((-98.18686278051671 28.88219708125749, -98.31980852299759 29.02204726611417, -98.42120581267918 29.11534711819584, -98.14320782730971 29.44389626230583, -98.13365557687034 29.42630925715427, -98.13714224774446 29.41078208421868, -98.11798428509705 29.37835462047826, -98.10151971806791 29.38907354968972, -97.84311350237206 29.38469957922817, -97.8620576179447 29.36031298307662, -97.73167482851078 29.23015517858596, -98.18686278051671 28.88219708125749))",2021-10-09,0.0,0,51070,0.3071573573452857
770177,Volusia,Florida,12127,"MULTIPOLYGON (((-80.98893254056956 28.61230544378272, -81.00632025558144 28.63648606707348, -81.03076471684504 28.71382468017314, -81.06170245182344 28.74774591339065, -81.05657488800024 28.7856819596643, -81.070269700257 28.81198359574162, -81.11331564517641 28.82432010608441, -81.13520533843128 28.7935003289038, -81.19031385393295 28.79388585456527, -81.22051141279591 28.8134756556854, -81.23003278802777 28.83085673978022, -81.34974125152819 28.84013764066103, -81.36188738202605 28.85760637719057, -81.35928552414546 28.86807348696633, -81.35854519261791 28.88320580951335, -81.344758220975 28.89875582803033, -81.33737200103246 28.94257168458381, -81.34410103493074 28.96441952017481, -81.35630824239111 28.9809670254711, -81.37014841678251 28.98563032149288, -81.37471841372928 29.00923105036622, -81.39504398762151 29.03067289770017, -81.42118332164327 29.0399308493915, -81.44766606464245 29.06389026943388, -81.45154209467697 29.09158610762449, -81.49045345560106 29.09625308173308, -81.51825642454521 29.15880449079643, -81.51425860321399 29.17701915368979, -81.53202821760456 29.18777232537131, -81.56781916221333 29.19321159409979, -81.57414422821209 29.20308176592916, -81.60892043529643 29.20800988420054, -81.61294151664134 29.23385735426413, -81.63126051287013 29.24461239089108, -81.6302993925265 29.26523221172728, -81.64356759851852 29.28360327101569, -81.67267509678371 29.31033389634356, -81.67718437939627 29.32609584518587, -81.44434200664811 29.37957906075433, -81.43812391599079 29.38898211556012, -81.4341107606639 29.39617272344975, -81.41565453553466 29.39869242012379, -81.41285318029821 29.26366472510208, -81.14610511554439 29.26473634346182, -81.15065314757844 29.41821358089168, -81.10988031210536 29.43023926699787, -81.09705456441417 29.35179930001983, -80.78566240012438 28.78519401741687, -80.83210394441659 28.78618611657608, -80.85070496183604 28.78569988386194, -80.96505782013166 28.78553462897615, -80.96570801263061 28.60994597700265, -80.98893254056956 28.61230544378272)), ((-80.7358334414976 28.7888443890556, -80.76333035217679 28.82206782186193, -80.81717982230406 28.89539058582464, -80.89107937244184 29.013393815759, -80.91628721803053 29.07182224493185, -80.89909780888162 29.06151132433498, -80.86243800692347 28.99162565478065, -80.7358334414976 28.7888443890556)))",2021-10-09,53.2,294567,553284,0.2770877781852539
770477,DeWitt,Texas,48123,"POLYGON ((-97.30872572173769 28.86842124748306, -97.32413737166533 28.87431639175855, -97.32995102818681 28.8877759100682, -97.37939026502491 28.90414147957799, -97.38574558458271 28.91715278933846, -97.39829614921643 28.91515952531314, -97.42348114922375 28.92540688235363, -97.57601114979256 28.81645361089228, -97.76010400468363 29.00774660561623, -97.61891033386826 29.11807910782348, -97.49450132724169 29.21345625008242, -97.23699080338767 29.38746332473199, -96.98011311767938 29.10991385873593, -97.30872572173769 28.86842124748306))",2021-10-09,0.0,0,20160,0.3284402744148507
770777,Terrebonne,Louisiana,22109,"MULTIPOLYGON (((-90.99574130563911 29.72718017644706, -90.87591845881963 29.72509496025176, -90.87279037550647 29.75811791142547, -90.83124716216297 29.75680043109458, -90.83249087354172 29.76915398496634, -90.81643825223414 29.78400822342968, -90.79802036209408 29.78285449566744, -90.77391071033735 29.71946577791471, -90.75674414676983 29.69630180889785, -90.69432644393225 29.66493275348711, -90.6494950209897 29.6122648816953, -90.60833339620068 29.59436321880821, -90.59338705015523 29.57480973231971, -90.57123072150939 29.56403169469927, -90.53299887417057 29.52590702991803, -90.51527541717913 29.4903247519801, -90.46682760604772 29.4692246558943, -90.3979783281063 29.39784666737599, -90.37924780058826 29.35903155835717, -90.37311368427885 29.3219425599323, -90.39642995717165 29.27234760015165, -90.40682894463556 29.32599177087064, -90.45051601634701 29.35244198093306, -90.47647217128535 29.30394179591777, -90.611095173151 29.30503594903466, -90.58313306219769 29.26092838393513, -90.62126560119292 29.22296565858116, -90.65005129276516 29.2542925455038, -90.63811999361882 29.16257152513197, -90.6838585570959 29.18192085190105, -90.67679429925845 29.14027739774125, -90.78289824494283 29.12694314159895, -90.77268943010769 29.1606256099987, -90.83937946388144 29.18234036101239, -90.88263930767967 29.13741201271206, -90.9204134663301 29.18190950681642, -90.81429299515713 29.22100684424208, -90.81855014750975 29.25680229580227, -90.89734932369723 29.2676645149868, -90.93652763083651 29.34351697380317, -91.07838568845763 29.3600181662882, -91.10219047344229 29.31413418887242, -91.2137357082127 29.4059235905763, -91.2627251305764 29.489587632303, -91.25052517568156 29.52633912741095, -91.25557586231024 29.54832818081344, -91.23635677089629 29.55039946172214, -91.2047775983016 29.5701492855201, -91.21244532139443 29.58606939209479, -91.19083050037281 29.60657078889685, -91.17834836887516 29.61180434378473, -91.15555873584725 29.6002404906901, -91.14164225410576 29.61282281120001, -91.10657651424503 29.61747087683421, -91.0983746397016 29.62767295714423, -91.09147750169537 29.62365047709024, -91.07450157699296 29.6417678001935, -90.99574130563911 29.72718017644706)), ((-91.34131890374751 29.34191089316859, -91.30049302093805 29.31645785906125, -91.22655373710202 29.38139950650409, -91.18927565393322 29.29761149771102, -91.16156453355099 29.32372047456569, -91.17122391474389 29.28367667733957, -91.18802443096877 29.2847581384668, -91.20046066408747 29.30798536021581, -91.19505905689566 29.27367295469654, -91.15259233294117 29.26653373641403, -91.16366301158038 29.24526740116568, -91.13469315664797 29.25992483608321, -91.12830680647055 29.22699938011171, -91.2761625285612 29.25402793047036, -91.34131890374751 29.34191089316859)), ((-90.93457446313772 29.25909421011492, -90.97084578660416 29.24209575065536, -90.95362570946391 29.27305716007979, -90.98138241740085 29.27634858152928, -90.98038259943976 29.21995226941131, -90.94498111759947 29.22639197774934, -90.96202532002584 29.18579947213754, -91.00324045838761 29.18431668511681, -90.99456618280858 29.22480211177911, -91.04444875861617 29.21125861912154, -91.03310393300028 29.2756292306377, -91.06768934580737 29.25311933942273, -91.05555725420417 29.19091574268014, -91.12256168669326 29.22708521940505, -91.12751342760662 29.29351436803621, -91.00736898131032 29.29754410065572, -90.99895336330019 29.3238000973743, -90.93457446313772 29.25909421011492)))",2021-10-09,38.9,42922,110461,0.3617995984668735
771076,Lake,Florida,12069,"POLYGON ((-81.40862736938944 28.78495830903744, -81.65796207613187 28.77807764471575, -81.65743553987507 28.59652189265598, -81.64965338165914 28.58520991080108, -81.65697008058075 28.57260085940682, -81.65911430157696 28.34366668700167, -81.7874808777961 28.34084517999389, -81.79134136661878 28.35891846966363, -81.8570313752153 28.35887785529671, -81.8577638843329 28.3418860267542, -81.95338445377313 28.34280264742795, -81.95082528242104 28.95717845515077, -81.65439889069151 28.95802949191059, -81.65842784625042 29.05185437793192, -81.63914006268018 29.05162561129378, -81.64356759851852 29.28360327101569, -81.6302993925265 29.26523221172728, -81.63126051287013 29.24461239089108, -81.61294151664134 29.23385735426413, -81.60892043529643 29.20800988420054, -81.57414422821209 29.20308176592916, -81.56781916221333 29.19321159409979, -81.53202821760456 29.18777232537131, -81.51425860321399 29.17701915368979, -81.51825642454521 29.15880449079643, -81.49045345560106 29.09625308173308, -81.45154209467697 29.09158610762449, -81.44766606464245 29.06389026943388, -81.42118332164327 29.0399308493915, -81.39504398762151 29.03067289770017, -81.37471841372928 29.00923105036622, -81.37014841678251 28.98563032149288, -81.35630824239111 28.9809670254711, -81.34410103493074 28.96441952017481, -81.33737200103246 28.94257168458381, -81.344758220975 28.89875582803033, -81.35854519261791 28.88320580951335, -81.35928552414546 28.86807348696633, -81.40633788986665 28.83173994684854, -81.40862736938944 28.78495830903744))",2021-10-09,58.9,216328,367118,0.2982216712331621
771376,Jackson,Texas,48239,"POLYGON ((-96.32476409645895 28.67067730294452, -96.39202646126037 28.67052349675144, -96.39297975919405 28.72629800498408, -96.4273358873226 28.71228371721613, -96.44992680005524 28.75530453717641, -96.43250888328838 28.69751951417333, -96.55919063673299 28.70096873072694, -96.57081054179829 28.69211324461797, -96.57246542183802 28.80844201258569, -96.576738788855 28.69096122638904, -96.59175361984057 28.71763087836249, -96.64677070121265 28.71441338127728, -96.66009195454104 28.72299430597724, -96.66917097508018 28.75589691636735, -96.69779716201498 28.76780604338481, -96.70747130735913 28.81266134798954, -96.72634693799162 28.82196695939715, -96.71215573942901 28.85230786003723, -96.7372646393024 28.88889513634018, -96.79157962052801 28.92450948097851, -96.81204206069242 28.96139219571835, -96.81034060882125 28.97879032334215, -96.83883676761707 29.02416216602408, -96.93229892175428 29.06220772603709, -96.67382147550423 29.25465600264447, -96.65308431851869 29.23749819395961, -96.30709891901188 28.96639076748336, -96.32476409645895 28.67067730294452))",2021-10-09,0.0,0,14760,0.34734454230050704
771675,Atascosa,Texas,48013,"POLYGON ((-98.80819509367495 28.63924888010459, -98.80904188250355 29.09233389893372, -98.80728686525559 29.25148326424932, -98.42120581267918 29.11534711819584, -98.31980852299759 29.02204726611417, -98.18686278051671 28.88219708125749, -98.1011443978022 28.78567786714519, -98.34210933310941 28.60641480645866, -98.34407783480387 28.63814042907282, -98.80819509367495 28.63924888010459))",2021-10-09,0.0,0,51153,0.42420530409750723
771975,Matagorda,Texas,48321,"POLYGON ((-96.32640478219187 28.63436096176781, -96.32476409645895 28.67067730294452, -96.30709891901188 28.96639076748336, -95.96469592424405 29.15248470880969, -95.87668008418468 29.23225256873054, -95.84683323866868 29.21229040017495, -95.84065358660861 29.17899837882041, -95.85350953605482 29.17260529411787, -95.85181595839762 29.15417688775781, -95.82329674680425 29.12920231575868, -95.80746569137334 29.09093399837609, -95.78907095763891 29.0727685493202, -95.79934079763251 29.03459213230357, -95.77047833247384 29.00728290765925, -95.76886168381522 28.97736322566381, -95.68424973177495 28.96068450073564, -95.65584495530469 28.94575949795444, -95.6502838952795 28.91245825548089, -95.591452637896 28.8627362203915, -95.58206880238885 28.83340011090029, -95.5447595331883 28.83048318085186, -95.52680730955872 28.80349669537323, -95.68326431533684 28.72721410761743, -95.67155250990558 28.75294113328935, -95.78659265239239 28.73913255936199, -95.93754936428357 28.69072059662587, -95.95638743698747 28.6229421599836, -95.7023845128395 28.71924778604131, -96.20682815997182 28.48866349956807, -95.99188791634712 28.59669486634365, -95.98399044233942 28.65340174367802, -96.23783370643785 28.57159575743372, -96.23927541285531 28.59738966212054, -96.15771554760235 28.61150268838765, -96.24070173347305 28.63513071798977, -96.15130479772236 28.76293796599513, -96.21241843747525 28.68698904805733, -96.28621950813407 28.66199499773938, -96.27062416108258 28.70924934741031, -96.32640478219187 28.63436096176781))",2021-10-09,0.0,0,36643,0.45516480485450284
772274,Karnes,Texas,48255,"POLYGON ((-98.00736919185469 28.68707804739709, -98.1011443978022 28.78567786714519, -98.18686278051671 28.88219708125749, -97.73167482851078 29.23015517858596, -97.61891033386826 29.11807910782348, -97.76010400468363 29.00774660561623, -97.57601114979256 28.81645361089228, -97.78415195782939 28.66984128935613, -97.79386438635868 28.67555351356839, -97.83141687552437 28.66805011288865, -97.87662190919932 28.68594960000609, -97.91892778161137 28.71709304882509, -98.00736919185469 28.68707804739709))",2021-10-09,0.0,0,15601,0.4415363698164514
772574,Jefferson,Louisiana,22051,"MULTIPOLYGON (((-90.00124491450912 29.90345290076129, -90.02259268570745 29.86672046953985, -90.06184714478471 29.83538762515268, -90.05737630076942 29.7955652383911, -90.06671501495822 29.77765388814863, -90.04848812631157 29.72369853056477, -90.01037097311604 29.67578347217489, -89.99804181894685 29.63460697962655, -89.98121856074866 29.62918454721088, -89.97168169610902 29.61318999823152, -89.97980001073684 29.56504233970459, -89.97192678101958 29.50354177558116, -90.00669480306567 29.49393678862966, -90.11308128798113 29.55384883368787, -90.13729009266935 29.53381092762663, -90.15179361778571 29.59530765825114, -90.14633839341309 29.60725299629216, -90.15758427331367 29.63605122444193, -90.15115989897131 29.68648561687757, -90.15646245683972 29.693325200596, -90.2022476439523 29.70495215101066, -90.202377309463 29.7200674300287, -90.1815483557196 29.74310359848028, -90.14478126759577 29.74470180490087, -90.14510923896944 29.78683770825954, -90.15682062996837 29.80554642627698, -90.16019286571938 29.83254606998163, -90.19570862727068 29.8643827086523, -90.24270701318275 29.88284934639346, -90.2687849594178 29.91380479835336, -90.2759803850831 30.06205340227908, -90.11154648970482 30.04161033682542, -90.13425183756057 29.94763397579278, -90.13250474633065 29.9256676643636, -90.07768597082153 29.91864479795366, -90.04886883419736 29.94031147481876, -90.00124491450912 29.90345290076129)), ((-90.07780237449813 29.17644195308241, -90.08367721159019 29.20053295538495, -90.07787873365227 29.21457454388168, -90.04311065980212 29.22367635819816, -90.07780237449813 29.17644195308241)))",2021-10-09,57.0,246431,432493,0.4987646926705098
772873,Victoria,Texas,48469,"POLYGON ((-97.1560453340424 28.5387785201006, -97.16137047847201 28.58074056910293, -97.17649202577883 28.5935478745561, -97.16629838952723 28.72697731135318, -97.17953551309559 28.73467694573429, -97.16771735397137 28.74630949098521, -97.16457393666255 28.77792062667222, -97.19094136386994 28.8130581669316, -97.19480185269262 28.83749983077707, -97.22970679281494 28.86687546675038, -97.24010583208289 28.86714241296558, -97.23175155005545 28.85223331402449, -97.24942149347416 28.85268716921397, -97.25757746963865 28.84187286876591, -97.30220255709213 28.84483797657101, -97.30872572173769 28.86842124748306, -96.98011311767938 29.10991385873593, -96.93229892175428 29.06220772603709, -96.83883676761707 29.02416216602408, -96.81034060882125 28.97879032334215, -96.81204206069242 28.96139219571835, -96.79157962052801 28.92450948097851, -96.7372646393024 28.88889513634018, -96.71215573942901 28.85230786003723, -96.72634693799162 28.82196695939715, -96.70747130735913 28.81266134798954, -96.69779716201498 28.76780604338481, -96.66917097508018 28.75589691636735, -96.66009195454104 28.72299430597724, -96.66523438612356 28.71120728108072, -96.65757438183262 28.69488849061855, -96.72489823802884 28.65928518024061, -96.861735448148 28.62201662901506, -96.92754875035835 28.58118546219359, -96.9034318460361 28.54602082842158, -96.90829971620963 28.52639678483138, -96.89987679382993 28.50179085037686, -96.91260302596139 28.49388513952688, -96.91243523267765 28.48422658719861, -96.92288017032455 28.48176812289918, -96.95330696206202 28.49964719922507, -97.02283508013618 28.5107972416527, -97.02647421029835 28.52514571727905, -97.04714241610739 28.52663715557436, -97.0600360788943 28.54307975769078, -97.06023448836532 28.53756962103636, -97.07827053093071 28.54036180695783, -97.08226084067621 28.5299003956264, -97.11378567083352 28.54729847144615, -97.1560453340424 28.5387785201006))",2021-10-09,0.0,0,92084,0.41868614417591077
773172,Zavala,Texas,48507,"POLYGON ((-99.40972665966449 28.6382704572118, -100.1128599340752 28.63845902391534, -100.1150294354427 29.08920918288313, -99.41330139740565 29.09272056428406, -99.40972665966449 28.6382704572118))",2021-10-09,0.0,0,11840,0.5245087900723888
773472,Frio,Texas,48163,"POLYGON ((-98.80819509367495 28.63924888010459, -99.39366616414293 28.63680378124734, -99.40972665966449 28.6382704572118, -99.41330139740565 29.09272056428406, -98.80904188250355 29.09233389893372, -98.80819509367495 28.63924888010459))",2021-10-09,0.0,0,20306,0.5366875169975523
773772,Maverick,Texas,48323,"POLYGON ((-100.1107291303252 28.20328468187616, -100.2144161585498 28.2022063289913, -100.2238085935275 28.24172721624337, -100.2982664357983 28.28062210348291, -100.2932388537712 28.32062761752389, -100.3519188433595 28.3944470786167, -100.3771202134433 28.47891330589403, -100.3461517586695 28.50107243195799, -100.4198844998003 28.54445132143885, -100.4035266490924 28.58999178626913, -100.4982640632683 28.66124368375547, -100.5901488880128 28.89446945819946, -100.6475849590063 28.92259563254565, -100.6691322793645 29.08031271977897, -100.1150294354427 29.08920918288313, -100.1128599340752 28.63845902391534, -100.1107291303252 28.20328468187616))",2021-10-09,0.0,0,58722,0.7090020211791939
