,FIPS,POPESTIMATE2019,Minority_Pct
0,1001,55869,0.2830541620610493
1,1003,223234,0.18280428188654985
2,1005,24686,0.5513222059231654
3,1007,22394,0.2573902121742251
4,1009,57826,0.14325092163560726
5,1011,10101,0.7759969103022111
6,1013,19448,0.4881108603222928
7,1015,113605,0.30792418478027495
8,1017,33254,0.4578971586333832
9,1019,26196,0.09066517159905485
10,1021,44428,0.21075665348558226
11,1023,12589,0.4414528227398342
12,1025,23622,0.47897084939576384
13,1027,13235,0.20096937341949983
14,1029,14910,0.08215993623804463
15,1031,52342,0.3064621715140746
16,1033,55241,0.2375801632096738
17,1035,12067,0.4902129861170993
18,1037,10663,0.3430249350149225
19,1039,37049,0.17814745807825394
20,1041,13772,0.2884644535394877
21,1043,83768,0.09928755149887325
22,1045,49172,0.3222843936260795
23,1047,37196,0.7293692475690292
24,1049,71513,0.21209920679253713
25,1051,81209,0.28232378917217005
26,1053,36633,0.3959789971978127
27,1055,102268,0.24026451138868476
28,1057,16302,0.16267385576864157
29,1059,31362,0.24226948587799335
30,1061,26271,0.17183690310964406
31,1063,8111,0.8316946959896507
32,1065,14651,0.5942509299966182
33,1067,17205,0.30666044558497607
34,1069,105882,0.3538833230723307
35,1071,51626,0.13501588086498417
36,1073,658573,0.5115166120514998
37,1075,13805,0.14385914686515888
38,1077,92729,0.1755269120601941
39,1079,32924,0.24666646509237145
40,1081,164542,0.3592151101061174
41,1083,98915,0.2559235299797239
42,1085,9726,0.7266996411599262
43,1087,18068,0.8335039934466517
44,1089,372909,0.375220596002092
45,1091,18863,0.5638358432955546
46,1093,29709,0.10323438192290646
47,1095,96774,0.21192066549194766
48,1097,413210,0.4466127784112688
49,1099,20733,0.4744588306696338
50,1101,226486,0.672100072503647
51,1103,119679,0.2718500093177012
52,1105,8923,0.7228292797556104
53,1107,19930,0.4384249333263609
54,1109,33114,0.44636311309036925
55,1111,22722,0.23649110028679388
56,1113,57961,0.5347988442627105
57,1115,89512,0.16876502420337425
58,1117,217702,0.25924564172465747
59,1119,12427,0.7590927501012555
60,1121,79978,0.37657183897552005
61,1123,40367,0.3106678608603035
62,1125,209355,0.39841258655015066
63,1127,63521,0.12748308897799276
64,1129,16326,0.3300623862750195
65,1131,10373,0.7283018867924529
66,1133,23629,0.07561597281223453
67,2013,3337,0.8
68,2016,5634,0.6813837920489296
69,2020,288000,0.43537272486926903
70,2050,18386,0.9108003857280618
71,2060,836,0.561611374407583
72,2068,2097,0.1463866584311303
73,2070,4916,0.8354951616224007
74,2090,96849,0.31032355862213157
75,2100,2530,0.23605769230769236
76,2105,2148,0.5150105708245243
77,2110,31974,0.37609672918927295
78,2122,58708,0.21117706083436794
79,2130,13901,0.39561227416117006
80,2150,12998,0.4985115640027479
81,2158,8314,0.9793260038240917
82,2164,1592,0.7947154471544715
83,2170,108317,0.224558978717046
84,2180,10004,0.8584511248258013
85,2185,9832,0.7206055661318104
86,2188,7621,0.9101757987937893
87,2195,3266,0.2731018246027075
88,2198,6203,0.5823048844081349
89,2220,8493,0.3882714589737527
90,2230,1183,0.13709677419354838
91,2240,6893,0.2530846063454759
92,2275,2502,0.3643629525152797
93,2282,579,0.6238670694864048
94,2290,5230,0.7885083286543141
95,4001,71887,0.7747231941351994
96,4003,125922,0.3484658859916937
97,4005,143476,0.42550361472353737
98,4007,54018,0.3260249286679682
99,4009,38837,0.3500895336464849
100,4011,9498,0.3115131234968106
101,4012,21108,0.40979646071148157
102,4013,4485414,0.40154477886099704
103,4015,212181,0.20413378534888194
104,4017,110924,0.5461828949464471
105,4019,1047279,0.39298258728639024
106,4021,462789,0.3668450656533353
107,4023,46498,0.6658415322326878
108,4025,235099,0.1850141188523723
109,4027,213787,0.5570062928865367
110,5001,17486,0.3178610997725815
111,5003,19657,0.32021823523239956
112,5005,41932,0.07538376534460811
113,5007,279141,0.29242121034139545
114,5009,37432,0.08682738875658902
115,5011,10763,0.4414414414414415
116,5013,5189,0.25321797847647187
117,5015,28380,0.2232130219391366
118,5017,10118,0.6127547021943573
119,5019,22320,0.3324629301501445
